"TimeCreated","Id","Message"
"11/9/2023 2:52:39 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:52:39 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-501
	Account Name:		Guest
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:52:39 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:52:39 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:52:39 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:25:58 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:25:58 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-501
	Account Name:		Guest
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:25:58 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:25:58 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
"11/9/2023 2:25:58 PM","4798","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-596PFOQ
	Logon ID:		0xE80F0

User:
	Security ID:		S-1-5-21-3288717987-2730081823-2935717189-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-596PFOQ

Process Information:
	Process ID:		0xc4c
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
